feature,dtype,missing_pct,is_constant,is_near_constant,is_leakage,target_corr,redundant_with,decision,reason
PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MAX,float64,82.93,False,False,False,0.0642,PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX (corr=0.968); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MAX (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.966),keep,"missing=82.9%; target_corr=0.064; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX (corr=0.968); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MAX (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.966)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_STD_MEAN,float64,82.93,False,False,False,0.0641,PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.968); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.966); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MAX (corr=0.966),keep,"missing=82.9%; target_corr=0.064; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MEAN (corr=0.968); PREV_CC_CNT_DRAWINGS_POS_CURRENT_MAX_MAX (corr=0.967); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MEAN (corr=0.966); PREV_CC_CNT_DRAWINGS_CURRENT_STD_MAX (corr=0.966)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_SUM_MAX,float64,74.66,False,False,False,0.0362,PREV_CC_CNT_DRAWINGS_POS_CURRENT_SUM_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MAX (corr=0.964); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=0.964),keep,"missing=74.7%; target_corr=0.036; redundant_with=[PREV_CC_CNT_DRAWINGS_POS_CURRENT_SUM_MEAN (corr=0.999); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MAX (corr=0.964); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=0.964)] (kept, monitor for linear models)"
PREV_CC_CNT_DRAWINGS_POS_CURRENT_SUM_MEAN,float64,74.66,False,False,False,0.036,PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=0.964); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MAX (corr=0.964),keep,"missing=74.7%; target_corr=0.036; redundant_with=[PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MEAN (corr=0.964); PREV_CC_CNT_DRAWINGS_CURRENT_SUM_MAX (corr=0.964)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX,float64,74.66,False,False,False,-0.0027,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.974); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.974),keep,"missing=74.7%; target_corr=-0.003; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.974); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.974)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN,float64,74.66,False,False,False,-0.0029,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.974); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.973),keep,"missing=74.7%; target_corr=-0.003; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.974); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.973)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX,float64,74.66,False,False,False,-0.0125,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=-0.012; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN,float64,74.66,False,False,False,-0.0127,,keep,missing=74.7%; target_corr=-0.013
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MAX,float64,74.66,False,False,False,-0.0283,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=-0.028; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_MIN_MEAN,float64,74.66,False,False,False,-0.0284,,keep,missing=74.7%; target_corr=-0.028
PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MAX,float64,74.86,False,False,False,0.0012,PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.994); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.972); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.971),keep,"missing=74.9%; target_corr=0.001; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.994); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.972); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.971)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_STD_MEAN,float64,74.86,False,False,False,0.0009,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.972); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.970),keep,"missing=74.9%; target_corr=0.001; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MEAN (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MAX_MAX (corr=0.995); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.972); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.970)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MAX,float64,74.66,False,False,False,-0.0296,PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.961); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.959),keep,"missing=74.7%; target_corr=-0.030; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MEAN (corr=0.999); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.961); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.959)] (kept, monitor for linear models)"
PREV_CC_CNT_INSTALMENT_MATURE_CUM_SUM_MEAN,float64,74.66,False,False,False,-0.0299,PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.961); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.960),keep,"missing=74.7%; target_corr=-0.030; redundant_with=[PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MEAN (corr=0.961); PREV_CC_CNT_INSTALMENT_MATURE_CUM_MEAN_MAX (corr=0.960)] (kept, monitor for linear models)"
PREV_CC_COUNT_MAX,float64,74.66,False,False,False,-0.0464,PREV_CC_MONTHS_BALANCE_STD_MAX (corr=1.000); PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=0.998); PREV_CC_COUNT_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.997); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.993); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.992); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.970),keep,"missing=74.7%; target_corr=-0.046; redundant_with=[PREV_CC_MONTHS_BALANCE_STD_MAX (corr=1.000); PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=0.998); PREV_CC_COUNT_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.997); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.993); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.992); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.970)] (kept, monitor for linear models)"
PREV_CC_COUNT_MEAN,float64,74.66,False,False,False,-0.0467,PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_MONTHS_BALANCE_STD_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.997); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.975),keep,"missing=74.7%; target_corr=-0.047; redundant_with=[PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_MONTHS_BALANCE_STD_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.997); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.975)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_MAX_MAX,float64,74.66,False,False,False,0.0281,PREV_CC_MONTHS_BALANCE_MAX_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.028; redundant_with=[PREV_CC_MONTHS_BALANCE_MAX_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_MAX_MEAN,float64,74.66,False,False,False,0.0281,,keep,missing=74.7%; target_corr=0.028
PREV_CC_MONTHS_BALANCE_MEAN_MAX,float64,74.66,False,False,False,0.0482,PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.998),keep,"missing=74.7%; target_corr=0.048; redundant_with=[PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.998)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_MEAN_MEAN,float64,74.66,False,False,False,0.0481,,keep,missing=74.7%; target_corr=0.048
PREV_CC_MONTHS_BALANCE_MIN_MAX,float64,74.66,False,False,False,0.0475,PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.998),keep,"missing=74.7%; target_corr=0.048; redundant_with=[PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.998)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_MIN_MEAN,float64,74.66,False,False,False,0.0474,PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.998),keep,"missing=74.7%; target_corr=0.047; redundant_with=[PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.998)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_STD_MAX,float64,74.86,False,False,False,-0.0461,PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.997); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.993); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.992); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.970),keep,"missing=74.9%; target_corr=-0.046; redundant_with=[PREV_CC_MONTHS_BALANCE_STD_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.997); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.993); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.992); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.970)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_STD_MEAN,float64,74.86,False,False,False,-0.0465,PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.997); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.975),keep,"missing=74.9%; target_corr=-0.046; redundant_with=[PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.998); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.997); PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_SUM_MAX (corr=0.975)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_SUM_MAX,float64,74.66,False,False,False,0.0446,PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.976); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.975); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.974),keep,"missing=74.7%; target_corr=0.045; redundant_with=[PREV_CC_MONTHS_BALANCE_SUM_MEAN (corr=0.998); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.976); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.975); PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.974)] (kept, monitor for linear models)"
PREV_CC_MONTHS_BALANCE_SUM_MEAN,float64,74.66,False,False,False,0.0445,PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.974); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.973),keep,"missing=74.7%; target_corr=0.044; redundant_with=[PREV_CC_MONTHS_BALANCE_MIN_MEAN (corr=0.976); PREV_CC_MONTHS_BALANCE_MEAN_MEAN (corr=0.975); PREV_CC_MONTHS_BALANCE_MIN_MAX (corr=0.974); PREV_CC_MONTHS_BALANCE_MEAN_MAX (corr=0.973)] (kept, monitor for linear models)"
PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MAX,float64,74.66,False,False,False,-0.0281,PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MEAN (corr=0.996),keep,"missing=74.7%; target_corr=-0.028; redundant_with=[PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MEAN (corr=0.996)] (kept, monitor for linear models)"
PREV_CC_NAME_CONTRACT_STATUS_NUNIQUE_MEAN,float64,74.66,False,False,False,-0.0286,,keep,missing=74.7%; target_corr=-0.029
PREV_CC_SK_DPD_DEF_MAX_MAX,float64,74.66,False,False,False,0.0181,PREV_CC_SK_DPD_DEF_MAX_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.018; redundant_with=[PREV_CC_SK_DPD_DEF_MAX_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_DEF_MAX_MEAN,float64,74.66,False,False,False,0.0179,,keep,missing=74.7%; target_corr=0.018
PREV_CC_SK_DPD_DEF_MEAN_MAX,float64,74.66,False,False,False,0.0202,PREV_CC_SK_DPD_DEF_MEAN_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.020; redundant_with=[PREV_CC_SK_DPD_DEF_MEAN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_DEF_MEAN_MEAN,float64,74.66,False,False,False,0.0202,,keep,missing=74.7%; target_corr=0.020
PREV_CC_SK_DPD_DEF_STD_MAX,float64,74.86,False,False,False,0.0276,PREV_CC_SK_DPD_DEF_STD_MEAN (corr=1.000),keep,"missing=74.9%; target_corr=0.028; redundant_with=[PREV_CC_SK_DPD_DEF_STD_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_DEF_STD_MEAN,float64,74.86,False,False,False,0.0275,,keep,missing=74.9%; target_corr=0.028
PREV_CC_SK_DPD_DEF_SUM_MAX,float64,74.66,False,False,False,0.0104,PREV_CC_SK_DPD_DEF_SUM_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.010; redundant_with=[PREV_CC_SK_DPD_DEF_SUM_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_DEF_SUM_MEAN,float64,74.66,False,False,False,0.0103,,keep,missing=74.7%; target_corr=0.010
PREV_CC_SK_DPD_MAX_MAX,float64,74.66,False,False,False,-0.0042,PREV_CC_SK_DPD_MAX_MEAN (corr=1.000); PREV_CC_SK_DPD_MEAN_MAX (corr=0.965); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.965),keep,"missing=74.7%; target_corr=-0.004; redundant_with=[PREV_CC_SK_DPD_MAX_MEAN (corr=1.000); PREV_CC_SK_DPD_MEAN_MAX (corr=0.965); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.965)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_MAX_MEAN,float64,74.66,False,False,False,-0.0041,PREV_CC_SK_DPD_MEAN_MAX (corr=0.965); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.965),keep,"missing=74.7%; target_corr=-0.004; redundant_with=[PREV_CC_SK_DPD_MEAN_MAX (corr=0.965); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.965)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_MEAN_MAX,float64,74.66,False,False,False,-0.0018,PREV_CC_SK_DPD_MEAN_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=-0.002; redundant_with=[PREV_CC_SK_DPD_MEAN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_MEAN_MEAN,float64,74.66,False,False,False,-0.0018,,keep,missing=74.7%; target_corr=-0.002
PREV_CC_SK_DPD_STD_MAX,float64,74.86,False,False,False,-0.0036,PREV_CC_SK_DPD_STD_MEAN (corr=1.000); PREV_CC_SK_DPD_MAX_MAX (corr=0.997); PREV_CC_SK_DPD_MAX_MEAN (corr=0.997); PREV_CC_SK_DPD_MEAN_MAX (corr=0.974); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.974); PREV_CC_SK_DPD_SUM_MAX (corr=0.973); PREV_CC_SK_DPD_SUM_MEAN (corr=0.973),keep,"missing=74.9%; target_corr=-0.004; redundant_with=[PREV_CC_SK_DPD_STD_MEAN (corr=1.000); PREV_CC_SK_DPD_MAX_MAX (corr=0.997); PREV_CC_SK_DPD_MAX_MEAN (corr=0.997); PREV_CC_SK_DPD_MEAN_MAX (corr=0.974); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.974); PREV_CC_SK_DPD_SUM_MAX (corr=0.973); PREV_CC_SK_DPD_SUM_MEAN (corr=0.973)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_STD_MEAN,float64,74.86,False,False,False,-0.0036,PREV_CC_SK_DPD_MAX_MEAN (corr=0.997); PREV_CC_SK_DPD_MAX_MAX (corr=0.997); PREV_CC_SK_DPD_MEAN_MAX (corr=0.974); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.974); PREV_CC_SK_DPD_SUM_MAX (corr=0.973); PREV_CC_SK_DPD_SUM_MEAN (corr=0.973),keep,"missing=74.9%; target_corr=-0.004; redundant_with=[PREV_CC_SK_DPD_MAX_MEAN (corr=0.997); PREV_CC_SK_DPD_MAX_MAX (corr=0.997); PREV_CC_SK_DPD_MEAN_MAX (corr=0.974); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.974); PREV_CC_SK_DPD_SUM_MAX (corr=0.973); PREV_CC_SK_DPD_SUM_MEAN (corr=0.973)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_SUM_MAX,float64,74.66,False,False,False,-0.0028,PREV_CC_SK_DPD_SUM_MEAN (corr=1.000); PREV_CC_SK_DPD_MEAN_MAX (corr=0.990); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.990); PREV_CC_SK_DPD_MAX_MEAN (corr=0.965); PREV_CC_SK_DPD_MAX_MAX (corr=0.965),keep,"missing=74.7%; target_corr=-0.003; redundant_with=[PREV_CC_SK_DPD_SUM_MEAN (corr=1.000); PREV_CC_SK_DPD_MEAN_MAX (corr=0.990); PREV_CC_SK_DPD_MEAN_MEAN (corr=0.990); PREV_CC_SK_DPD_MAX_MEAN (corr=0.965); PREV_CC_SK_DPD_MAX_MAX (corr=0.965)] (kept, monitor for linear models)"
PREV_CC_SK_DPD_SUM_MEAN,float64,74.66,False,False,False,-0.0028,PREV_CC_SK_DPD_MEAN_MEAN (corr=0.990); PREV_CC_SK_DPD_MEAN_MAX (corr=0.990); PREV_CC_SK_DPD_MAX_MEAN (corr=0.965); PREV_CC_SK_DPD_MAX_MAX (corr=0.965),keep,"missing=74.7%; target_corr=-0.003; redundant_with=[PREV_CC_SK_DPD_MEAN_MEAN (corr=0.990); PREV_CC_SK_DPD_MEAN_MAX (corr=0.990); PREV_CC_SK_DPD_MAX_MEAN (corr=0.965); PREV_CC_SK_DPD_MAX_MAX (corr=0.965)] (kept, monitor for linear models)"
PREV_CHANNEL_TYPE_NUNIQUE,float64,5.35,False,False,False,0.0033,,keep,missing=5.4%; target_corr=0.003
PREV_CNT_PAYMENT_MAX,float64,5.49,False,False,False,0.0294,,keep,missing=5.5%; target_corr=0.029
PREV_CNT_PAYMENT_MEAN,float64,5.49,False,False,False,0.0264,,keep,missing=5.5%; target_corr=0.026
PREV_CNT_PAYMENT_MIN,float64,5.49,False,False,False,-0.0119,,keep,missing=5.5%; target_corr=-0.012
PREV_CNT_PAYMENT_STD,float64,26.21,False,False,False,0.0472,,keep,missing=26.2%; target_corr=0.047
PREV_CNT_PAYMENT_SUM,float64,5.35,False,False,False,0.028,,keep,missing=5.4%; target_corr=0.028
PREV_CODE_REJECT_REASON_NUNIQUE,float64,5.35,False,False,False,0.0647,,keep,missing=5.4%; target_corr=0.065
PREV_COUNT,float64,5.35,False,False,False,0.0208,PREV_NFLAG_LAST_APPL_IN_DAY_SUM (corr=0.999); PREV_HOUR_APPR_PROCESS_START_SUM (corr=0.958),keep,"missing=5.4%; target_corr=0.021; redundant_with=[PREV_NFLAG_LAST_APPL_IN_DAY_SUM (corr=0.999); PREV_HOUR_APPR_PROCESS_START_SUM (corr=0.958)] (kept, monitor for linear models)"
PREV_DAYS_DECISION_MAX,float64,5.35,False,False,False,0.0174,,keep,missing=5.4%; target_corr=0.017
PREV_DAYS_DECISION_MEAN,float64,5.35,False,False,False,0.0459,,keep,missing=5.4%; target_corr=0.046
PREV_DAYS_DECISION_MIN,float64,5.35,False,False,False,0.0518,,keep,missing=5.4%; target_corr=0.052
PREV_DAYS_DECISION_STD,float64,22.43,False,False,False,-0.0584,,keep,missing=22.4%; target_corr=-0.058
PREV_DAYS_DECISION_SUM,float64,5.35,False,False,False,0.0173,,keep,missing=5.4%; target_corr=0.017
PREV_DAYS_FIRST_DRAWING_MAX,float64,5.77,False,False,False,-0.0148,,keep,missing=5.8%; target_corr=-0.015
PREV_DAYS_FIRST_DRAWING_MEAN,float64,5.77,False,False,False,-0.0486,,keep,missing=5.8%; target_corr=-0.049
PREV_DAYS_FIRST_DRAWING_MIN,float64,5.77,False,False,False,-0.0456,,keep,missing=5.8%; target_corr=-0.046
PREV_DAYS_FIRST_DRAWING_STD,float64,31.66,False,False,False,0.0674,PREV_DAYS_FIRST_DRAWING_MEAN (corr=0.976); PREV_DAYS_FIRST_DRAWING_MIN (corr=0.970),keep,"missing=31.7%; target_corr=0.067; redundant_with=[PREV_DAYS_FIRST_DRAWING_MEAN (corr=0.976); PREV_DAYS_FIRST_DRAWING_MIN (corr=0.970)] (kept, monitor for linear models)"
PREV_DAYS_FIRST_DRAWING_SUM,float64,5.35,False,False,False,-0.0391,,keep,missing=5.4%; target_corr=-0.039
PREV_DAYS_FIRST_DUE_MAX,float64,5.77,False,False,False,-0.0213,,keep,missing=5.8%; target_corr=-0.021
PREV_DAYS_FIRST_DUE_MEAN,float64,5.77,False,False,False,-0.0108,,keep,missing=5.8%; target_corr=-0.011
PREV_DAYS_FIRST_DUE_MIN,float64,5.77,False,False,False,0.0058,,keep,missing=5.8%; target_corr=0.006
PREV_DAYS_FIRST_DUE_STD,float64,31.66,False,False,False,-0.0159,PREV_DAYS_FIRST_DUE_MAX (corr=0.973); PREV_DAYS_FIRST_DUE_MEAN (corr=0.971); PREV_DAYS_FIRST_DUE_SUM (corr=0.959),keep,"missing=31.7%; target_corr=-0.016; redundant_with=[PREV_DAYS_FIRST_DUE_MAX (corr=0.973); PREV_DAYS_FIRST_DUE_MEAN (corr=0.971); PREV_DAYS_FIRST_DUE_SUM (corr=0.959)] (kept, monitor for linear models)"
